Query_id, Rank, Doc_id, Score, Relevant/NRelevant, Precision, Recall
1, 1, CACM-1938, 0.600002739682, 0, 0.0, 0.0
1, 2, CACM-1657, 0.532211143634, 0, 0.0, 0.0
1, 3, CACM-2371, 0.473097103262, 0, 0.0, 0.0
1, 4, CACM-2319, 0.401926725073, 0, 0.0, 0.0
1, 5, CACM-2629, 0.401227089827, 0, 0.0, 0.0
1, 6, CACM-2379, 0.373710284478, 0, 0.0, 0.0
1, 7, CACM-2796, 0.369994246945, 0, 0.0, 0.0
1, 8, CACM-1071, 0.364729458366, 0, 0.0, 0.0
1, 9, CACM-1304, 0.357852816793, 0, 0.0, 0.0
1, 10, CACM-2218, 0.345550675759, 0, 0.0, 0.0
1, 11, CACM-1749, 0.339203061557, 0, 0.0, 0.0
1, 12, CACM-1523, 0.337965961246, 0, 0.0, 0.0
1, 13, CACM-0971, 0.331947172014, 0, 0.0, 0.0
1, 14, CACM-2984, 0.322747886397, 0, 0.0, 0.0
1, 15, CACM-2685, 0.318938182127, 0, 0.0, 0.0
1, 16, CACM-1591, 0.318705366862, 0, 0.0, 0.0
1, 17, CACM-2917, 0.315576845844, 0, 0.0, 0.0
1, 18, CACM-1719, 0.304762153156, 0, 0.0, 0.0
1, 19, CACM-1033, 0.301251476229, 0, 0.0, 0.0
1, 20, CACM-2380, 0.298014021921, 0, 0.0, 0.0
1, 21, CACM-0414, 0.296522670476, 0, 0.0, 0.0
1, 22, CACM-2740, 0.293381822235, 0, 0.0, 0.0
1, 23, CACM-1519, 0.29121171933, 0, 0.0, 0.0
1, 24, CACM-3127, 0.290459300912, 0, 0.0, 0.0
1, 25, CACM-2948, 0.288929939727, 0, 0.0, 0.0
1, 26, CACM-1069, 0.288648806259, 0, 0.0, 0.0
1, 27, CACM-0294, 0.287053087057, 0, 0.0, 0.0
1, 28, CACM-2357, 0.286987700819, 0, 0.0, 0.0
1, 29, CACM-0098, 0.286108019352, 0, 0.0, 0.0
1, 30, CACM-1755, 0.285929362728, 0, 0.0, 0.0
1, 31, CACM-2747, 0.28400281739, 0, 0.0, 0.0
1, 32, CACM-1544, 0.281228845006, 0, 0.0, 0.0
1, 33, CACM-1752, 0.276294827145, 0, 0.0, 0.0
1, 34, CACM-2955, 0.275074299664, 0, 0.0, 0.0
1, 35, CACM-2087, 0.274355029353, 0, 0.0, 0.0
1, 36, CACM-1605, 0.274215951882, 1, 0.0277777777778, 0.2
1, 37, CACM-0197, 0.271105693332, 0, 0.027027027027, 0.2
1, 38, CACM-1827, 0.270918731534, 0, 0.0263157894737, 0.2
1, 39, CACM-3068, 0.270372079062, 0, 0.025641025641, 0.2
1, 40, CACM-1173, 0.265532874639, 0, 0.025, 0.2
1, 41, CACM-2439, 0.261429132181, 0, 0.0243902439024, 0.2
1, 42, CACM-1410, 0.261358163825, 1, 0.047619047619, 0.4
1, 43, CACM-2560, 0.259176646382, 0, 0.046511627907, 0.4
1, 44, CACM-1168, 0.258512131374, 0, 0.0454545454545, 0.4
1, 45, CACM-0275, 0.255978673904, 0, 0.0444444444444, 0.4
1, 46, CACM-0656, 0.251608121905, 0, 0.0434782608696, 0.4
1, 47, CACM-1393, 0.249495547845, 0, 0.0425531914894, 0.4
1, 48, CACM-1571, 0.24869070421, 0, 0.0416666666667, 0.4
1, 49, CACM-2126, 0.246889526688, 0, 0.0408163265306, 0.4
1, 50, CACM-0195, 0.246364952692, 0, 0.04, 0.4
1, 51, CACM-0594, 0.244849166343, 0, 0.0392156862745, 0.4
1, 52, CACM-0190, 0.240155583511, 0, 0.0384615384615, 0.4
1, 53, CACM-2151, 0.240119528921, 0, 0.0377358490566, 0.4
1, 54, CACM-1482, 0.239478797939, 0, 0.037037037037, 0.4
1, 55, CACM-0252, 0.238533858437, 0, 0.0363636363636, 0.4
1, 56, CACM-1264, 0.237989391685, 0, 0.0357142857143, 0.4
1, 57, CACM-1680, 0.236180713528, 0, 0.0350877192982, 0.4
1, 58, CACM-2597, 0.23480404133, 0, 0.0344827586207, 0.4
1, 59, CACM-2378, 0.233687142054, 0, 0.0338983050847, 0.4
1, 60, CACM-2542, 0.232562696651, 0, 0.0333333333333, 0.4
1, 61, CACM-1960, 0.231119582712, 0, 0.0327868852459, 0.4
1, 62, CACM-2219, 0.22984610847, 0, 0.0322580645161, 0.4
1, 63, CACM-3048, 0.229007544215, 0, 0.031746031746, 0.4
1, 64, CACM-2541, 0.228874643452, 0, 0.03125, 0.4
1, 65, CACM-1844, 0.227739099539, 0, 0.0307692307692, 0.4
1, 66, CACM-3012, 0.227189350995, 0, 0.030303030303, 0.4
1, 67, CACM-1464, 0.2270244506, 0, 0.0298507462687, 0.4
1, 68, CACM-0438, 0.226528875458, 0, 0.0294117647059, 0.4
1, 69, CACM-2398, 0.225363978616, 0, 0.0289855072464, 0.4
1, 70, CACM-2632, 0.225219282241, 0, 0.0285714285714, 0.4
1, 71, CACM-2681, 0.222634386916, 0, 0.0281690140845, 0.4
1, 72, CACM-2920, 0.221285616853, 0, 0.0277777777778, 0.4
1, 73, CACM-2951, 0.221185335984, 0, 0.027397260274, 0.4
1, 74, CACM-1885, 0.220076009935, 0, 0.027027027027, 0.4
1, 75, CACM-3174, 0.220069622013, 0, 0.0266666666667, 0.4
1, 76, CACM-1735, 0.219216783693, 0, 0.0263157894737, 0.4
1, 77, CACM-2535, 0.218252552426, 0, 0.025974025974, 0.4
1, 78, CACM-0271, 0.217816226402, 0, 0.025641025641, 0.4
1, 79, CACM-0202, 0.217599925981, 0, 0.0253164556962, 0.4
1, 80, CACM-1908, 0.216477094322, 0, 0.025, 0.4
1, 81, CACM-1472, 0.215805568276, 0, 0.0246913580247, 0.4
1, 82, CACM-0069, 0.21544051085, 0, 0.0243902439024, 0.4
1, 83, CACM-1440, 0.213695005814, 0, 0.0240963855422, 0.4
1, 84, CACM-1195, 0.212224764729, 0, 0.0238095238095, 0.4
1, 85, CACM-0398, 0.211901985451, 0, 0.0235294117647, 0.4
1, 86, CACM-2424, 0.211489625753, 0, 0.0232558139535, 0.4
1, 87, CACM-2501, 0.211072166098, 0, 0.0229885057471, 0.4
1, 88, CACM-1572, 0.211040392424, 1, 0.0340909090909, 0.6
1, 89, CACM-2344, 0.210918350142, 0, 0.0337078651685, 0.6
1, 90, CACM-1161, 0.209106628085, 0, 0.0333333333333, 0.6
1, 91, CACM-0031, 0.208845101832, 0, 0.032967032967, 0.6
1, 92, CACM-0827, 0.20794120087, 0, 0.0326086956522, 0.6
